ekonomistas	Specialistas, kuris žino apie pinigus, kainas ir šalies ūkį.	economist	A specialist who knows about money, prices and the country's economy.	Banke dirba jaunas ekonomistas.	In the bank works a young economist.	noun
elektroninis	Toks, kuris veikia kompiuteryje arba telefone.	electronic	One that works on a computer or on a telephone.	Draugui rašau elektroninį laišką.	To a friend I write an electronic letter.	adj
erkė	Mažas gyvūnas miške, kuris geria žmogaus kraują.	tick	A small animal in the forest which drinks a person's blood.	Miške ant kojos radau erkę.	In the forest on the leg I found a tick.	noun
estas	Vyras iš šiaurės šalies, kur yra Talinas.	Estonian	A man from a northern country where Tallinn is.	Latvijoje sutikome jauną estą.	In Latvia we met a young Estonian.	noun
estė	Moteris iš šiaurės šalies, kur yra Talinas.	Estonian woman	A woman from a northern country where Tallinn is.	Vakarėlyje šokome su linksma este.	At the party we danced with a cheerful Estonian woman.	noun
forma	Tai, kas parodo, ar daiktas apvalus, ilgas, ar keturkampis.	shape	That which shows whether a thing is round, long or square.	Ant popieriaus piešiame apvalias formas.	On paper we draw round shapes.	noun
fotelis	Minkšta ir plati kėdė, patogi ilsėtis.	armchair	A soft and wide chair, comfortable for resting.	Senelis sėdi fotelyje ir skaito.	Grandfather sits in the armchair and reads.	noun
fotografas	Žmogus, kuris daro nuotraukas per vestuves.	photographer	A person who makes photographs at weddings.	Vestuvėse dirbo jaunas fotografas.	At the wedding worked a young photographer.	noun
gaidys	Jis gyvena su vištomis ir ryte žadina žmones.	rooster	It lives with the hens and in the morning wakes people.	Kaime mačiau didelį gaidį.	In the village I saw a big rooster.	noun
galininkas	Gramatikos forma: skaitau knygą, matau namą.	accusative case	A grammar form: I read a book, I see a house.	Vaikai mokosi galininko mokykloje.	The children learn the accusative case at school.	noun
galvoti	Kai žmogus tyli ir nori suprasti dalyką.	to think	When a person is silent and wants to understand a thing.	Vakare mama galvoja apie kelionę.	In the evening mother thinks about the journey.	verb
galėti	Mokėti arba turėti jėgų ką nors padaryti.	to be able	To know how or to have the strength to do something.	Vaikas jau gali skaityti knygas.	The child already can read books.	verb
gamta	Miškai, upės ir gyvūnai; ne miestas.	nature	Forests, rivers and animals; not the city.	Savaitgalį ilsimės gamtoje.	At the weekend we rest in nature.	noun
gegužė	Penktas metų mėnuo; po balandžio.	May	The fifth month of the year; after April.	Gražios gėlės žydi gegužę.	Beautiful flowers bloom in May.	noun
geltonas	Tokios spalvos yra saulė ir citrina.	yellow	Of such colour are the sun and a lemon.	Ant stalo guli geltoni obuoliai.	On the table lie yellow apples.	adj
gerbti	Gerai galvoti apie žmogų ir gražiai su juo elgtis.	to respect	To think well about a person and to behave nicely with him.	Vaikai gerbia savo mokytojus.	The children respect their teachers.	verb
giedras	Toks dangus be debesų; matome saulę.	clear	Such a sky without clouds; we see the sun.	Vakar buvo giedra diena.	Yesterday was a clear day.	adj
giminė	Teta, dėdė, pusbrolis – ne tėvai ir ne vaikai, bet šeimos žmonės.	relatives	An aunt, an uncle, a cousin — not parents and not children, but people of the family.	Turime daug giminių Lietuvoje.	We have many relatives in Lithuania.	noun
gintaras	Geltonas akmuo iš jūros; iš jo daro papuošalus.	amber	A yellow stone from the sea; from it they make jewellery.	Pajūryje radome gintaro gabalą.	On the seaside we found an amber piece.	noun
gira	Tai geriame vasarą; darome iš juodos duonos.	kvass	We drink this in summer; it is made from black bread.	Vasarą geriame šaltą girą.	In summer we drink cold kvass.	noun
graikas	Vyras iš pietų šalies, kur yra Atėnai.	Greek	A man from a southern country where Athens is.	Viešbutyje sutikome graiką.	In the hotel we met a Greek.	noun
graikė	Moteris iš pietų šalies, kur yra Atėnai.	Greek woman	A woman from a southern country where Athens is.	Kavinėje sėdėjau su jauna graike.	In the café I sat with a young Greek woman.	noun
greitas	Toks, kuriam reikia mažai laiko; ne lėtas.	quick	One that needs little time; not slow.	Važiavome greitu traukiniu į Kauną.	We rode by quick train to Kaunas.	adj
greitis	Kiek kilometrų automobilis važiuoja per valandą.	speed	How many kilometres a car travels in an hour.	Policija tikrina automobilių greitį.	The police check the cars' speed.	noun
grietinė	Balta ir rūgšti; dedame ją į barščius.	sour cream	White and sour; we put it into beetroot soup.	Į barščius dedame šaukštą grietinės.	Into the beetroot soup we put a spoon of sour cream.	noun
grietinėlė	Balta ir saldi; pilame ją į kavą arba tortą.	cream	White and sweet; we pour it into coffee or cake.	Į kavą pilame grietinėlės.	Into the coffee we pour cream.	noun
griūti	Kai senas namas krinta ant žemės.	to collapse	When an old house falls to the ground.	Per audrą griuvo medis.	During the storm a tree collapsed.	verb
gruodis	Dvyliktas metų mėnuo; tada sninga ir šalta.	December	The twelfth month of the year; then it snows and is cold.	Kalėdas švenčiame gruodį.	Christmas we celebrate in December.	noun
grybauti	Eiti į mišką ir rinkti baravykus.	to gather mushrooms	To go into the forest and gather boletus mushrooms.	Rudenį močiutė grybauja miške.	In autumn grandmother gathers mushrooms in the forest.	verb
grąžinti	Duoti atgal daiktą, kurį buvai pasiskolinęs.	to return	To give back a thing which you had borrowed.	Knygas reikia grąžinti į biblioteką.	The books must be returned to the library.	verb
himnas	Šalies daina, kurią dainuojame per didelę šventę.	anthem	A country's song which we sing at a big celebration.	Stadione visi dainavo himną.	At the stadium everyone sang the anthem.	noun
ieškoti	Žiūrėti visur – spintoje, kišenėse – nes nori rasti daiktą.	to search	To look everywhere — in the wardrobe, in the pockets — because you want to find a thing.	Mama ieško raktų rankinėje.	Mother searches for keys in the handbag.	verb
ilgas	Toks, kaip upė arba kelias; ne trumpas.	long	Such as a river or a road; not short.	Ji turi ilgus plaukus.	She has long hair.	adj
ilgis	Kiek metrų yra nuo pradžios iki pabaigos.	length	How many metres there are from the beginning to the end.	Vaikai matuoja stalo ilgį.	The children measure the table's length.	noun
inžinierius	Specialistas, kuris stato tiltus ir taiso variklius.	engineer	A specialist who builds bridges and repairs engines.	Kalbėjau su inžinieriumi apie tiltą.	I spoke with the engineer about the bridge.	noun
