tenisas	Žaidimas, kai du žmonės muša mažą kamuolį.	tennis	A game in which two people hit a small ball.	Vasarą žaidžiame tenisą parke.	In summer we play tennis in the park.	noun
kamuolys	Apvalus daiktas, kurį muša ar meta žaidime.	ball	A round thing that is hit or thrown in a game.	Berniukas meta kamuolį per tvorą.	The boy throws the ball over the fence.	noun
dviratis	Transportas su dviem ratais; jį miname kojomis.	bicycle	Transport with two wheels; we pedal it with our feet.	Vasarą važiuoju dviračiu į darbą.	In summer I ride a bicycle to work.	noun
slidės	Ilgi siauri daiktai, kuriuos žiemą dedame ant kojų.	skis	Long narrow things that in winter we put on our feet.	Žiemą vaikai važiuoja slidėmis.	In winter the children ride on skis.	noun
bėgti	Eiti labai greitai, kaip sportininkas.	to run	To go very fast, like a sportsman.	Vaikas bėga per kiemą.	The child runs through the yard.	verb
bėgioti	Dažnai ir greitai eiti parke dėl sveikatos.	to jog	To go often and fast in the park for health.	Sesuo bėgioja parke kas rytą.	The sister jogs in the park every morning.	verb
plaukti	Judėti vandenyje rankomis ir kojomis, kaip žuvis.	to swim	To move in the water with the arms and legs, like a fish.	Vasarą plaukiame ežere.	In summer we swim in the lake.	verb
žaisti	Linksmai leisti laiką su kamuoliu ar šachmatais.	to play	To spend time joyfully with a ball or chess.	Sūnus žaidžia kieme su kamuoliu.	The son plays in the yard with a ball.	verb
žaidimas	Tai, ką vaikai daro kieme ar prie stalo: futbolas ar šachmatai.	game	What the children do in the yard or at the table: football or chess.	Kieme vaikai pradėjo naują žaidimą.	In the yard the children began a new game.	noun
stadionas	Didelė vieta, kur žmonės žiūri futbolą.	stadium	A big place where people watch football.	Vakar stadione buvo daug žiūrovų.	Yesterday in the stadium there were many spectators.	noun
aikštelė	Maža vieta, kur vaikai žaidžia su kamuoliu.	playground	A small place where children play with a ball.	Vaikai žaidžia mažoje aikštelėje.	The children play on a small playground.	noun
baseinas	Vieta su vandeniu, kur žmonės plaukia.	swimming pool	A place with water where people swim.	Vaikai plaukia baseine.	The children swim in the pool.	noun
varžybos	Kai sportininkai žaidžia ir kas nors laimi.	competition	When sportsmen play and somebody wins.	Sportininkai važiuoja į varžybas.	The sportsmen go to the competition.	noun
olimpiada	Didelės sporto varžybos; visos šalys nori laimėti.	Olympics	Big sports competitions; all countries want to win.	Sportininkai ruošiasi olimpiadai.	The sportsmen prepare for the Olympics.	noun
dalyvauti	Būti kartu su žmonėmis varžybose ar susitikime.	to participate	To be together with people at a competition or a meeting.	Sportininkai dalyvauja varžybose.	The sportsmen participate in the competition.	verb
laimėti	Varžybose ar žaidime būti pirmam.	to win	At a competition or a game to be first.	Mūsų sportininkai laimėjo varžybas.	Our sportsmen won the competition.	verb
pralaimėti	Kai varžybose pirmas yra kitas, ne tu.	to lose	When at a competition another, not you, is first.	Vakar mūsų sportininkai pralaimėjo.	Yesterday our sportsmen lost.	verb
medalis	Apvalus auksinis daiktas, kurį gauna pirmas sportininkas.	medal	A round golden thing that the first sportsman receives.	Sportininkas gavo auksinį medalį.	The sportsman received a golden medal.	noun
klubas	Vieta, kur žmonės kartu žaidžia futbolą ar šoka.	club	A place where people together play football or dance.	Brolis eina į sporto klubą.	The brother goes to the sports club.	noun
laikraštis	Popierius, kuriame skaitome apie miestą ir sportą.	newspaper	Paper in which we read about the city and sport.	Tėvas skaito laikraštį prie kavos.	Father reads the newspaper by his coffee.	noun
žurnalas	Plona knyga su vaizdais; ją perkame parduotuvėje.	magazine	A thin book with pictures; we buy it in a shop.	Sesuo skaito žurnalus apie drabužius.	The sister reads magazines about clothes.	noun
tinklaraštis	Puslapis kompiuteryje, kur žmogus pasakoja apie savo gyvenimą.	blog	A page on the computer where a person tells about their life.	Vakare skaitau įdomų tinklaraštį.	In the evening I read an interesting blog.	noun
reklama	Žodžiai ir vaizdai, kurie siūlo pirkti daiktą.	advertisement	Words and pictures that offer to buy a thing.	Per televizorių rodo daug reklamų.	On the television they show many advertisements.	noun
skelbimas	Trumpi žodžiai ant sienos apie naują darbą ar butą.	announcement	Short words on the wall about a new job or a flat.	Skaičiau skelbimą apie naują butą.	I read an announcement about a new flat.	noun
nuotrauka	Vaizdas ant popieriaus; jį darome fotoaparatu.	photograph	A picture on paper; we make it with a camera.	Mama žiūri senas nuotraukas.	Mom looks at old photographs.	noun
fotografija	Kai žmogus daro daug gražių nuotraukų; jo darbas ar pomėgis.	photography	When a person makes many beautiful photographs; his work or hobby.	Studentas mokosi fotografijos.	The student learns photography.	noun
žurnalistas	Žmogus, kuris rašo į laikraštį.	journalist	A person who writes for a newspaper.	Kalbėjome su jaunu žurnalistu.	We spoke with a young journalist.	noun
kioskas	Maža parduotuvė gatvėje, kur perkame laikraščius.	kiosk	A small shop on the street where we buy newspapers.	Bilietus perkame kioske.	The tickets we buy at the kiosk.	noun
šventė	Diena, kai žmonės nedirba, valgo ir šoka kartu.	celebration	A day when people do not work, eat and dance together.	Per šventę visi dainavo ir šoko.	During the celebration everybody sang and danced.	noun
krikštynos	Šventė, kai mažas kūdikis gauna vardą bažnyčioje.	christening	A celebration when a small baby receives a name in the church.	Vakar buvome krikštynose.	Yesterday we were at the christening.	noun
vestuvės	Didelė šventė, kai vyras ir moteris tampa šeima.	wedding	A big celebration when a man and a woman become a family.	Vasarą buvome draugų vestuvėse.	In summer we were at friends' wedding.	noun
tradicija	Kai žmonės daro taip, kaip darė seneliai.	tradition	When people do as the grandparents did.	Kalbėjome apie senas tradicijas.	We spoke about old traditions.	noun
švęsti	Linksmai būti su draugais per gimtadienį ar Kalėdas.	to celebrate	To be joyful with friends on a birthday or Christmas.	Gimtadienį švenčiame namuose.	The birthday we celebrate at home.	verb
vykti	Važiuoti į kitą miestą dėl darbo ar svarbių reikalų.	to go	To drive to another city because of work or important matters.	Rytoj vykstame į svarbų susitikimą.	Tomorrow we go to an important meeting.	verb
važiuoti	Būti mašinoje ar autobuse ir keliauti į kitą vietą.	to ride	To be in a car or a bus and travel to another place.	Į darbą važiuoju autobusu.	To work I ride the bus.	verb
skristi	Keliauti ore, kaip lėktuvas ar musė.	to fly	To travel in the air, like an aeroplane or a fly.	Lėktuvas skrenda į Londoną.	The aeroplane flies to London.	verb
keltas	Didelis laivas, kuris veža mašinas per jūrą.	ferry	A big ship that carries cars across the sea.	Į salą plaukiame keltu.	To the island we sail by ferry.	noun
kelionė	Kai važiuojame į kitą šalį ir grįžtame namo.	journey	When we go to another country and return home.	Kalbame apie kelionę į kalnus.	We talk about a journey to the mountains.	noun
