švarus	Toks, kurį ką tik plovė; ne purvinas.	clean	One that was just washed; not dirty.	Vaikai turi švarias rankas.	The children have clean hands.	adj
purvinas	Toks, kurį reikia plauti; ne švarus.	dirty	One that needs washing; not clean.	Po lietaus batai buvo purvini.	After the rain the shoes were dirty.	adj
rankšluostis	Po dušo juo darome kūną sausą; jis yra vonioje.	towel	After a shower with it we make the body dry; it is in the bathroom.	Po dušo imu švarų rankšluostį.	After a shower I take a clean towel.	noun
muilas	Juo plauname rankas, kad būtų švarios.	soap	With it we wash the hands, so that they are clean.	Vaikas plauna rankas muilu.	The child washes his hands with soap.	noun
šampūnas	Muilas, kuriuo plauname plaukus.	shampoo	Soap with which we wash the hair.	Parduotuvėje pirkome naują šampūną.	In the shop we bought a new shampoo.	noun
kvepalai	Geras kvapas mažame butelyje; jį dedame ant odos.	perfume	A good smell in a small bottle; we put it on the skin.	Mama gavo brangių kvepalų.	Mom got expensive perfume.	noun
kremas	Minkšta balta priemonė dėžutėje; ją dedame ant veido ir rankų.	cream	A soft white product in a box; we put it on the face and hands.	Mama deda kremą ant veido.	Mom puts cream on the face.	noun
kirptis	Sėdėti kėdėje, kol kitas žmogus trumpina tavo plaukus.	to have a haircut	To sit in a chair while another person makes your hair shorter.	Prieš vestuves ji kirposi.	Before the wedding she had a haircut.	verb
skalbti	Plauti drabužius mašinoje su vandeniu ir muilu.	to wash (clothes)	To wash clothes in a machine with water and soap.	Mama skalbia baltus marškinius.	Mom washes white shirts.	verb
skalbykla	Vieta mieste, kur žmonės plauna drabužius.	laundry	A place in the city where people wash clothes.	Nešu drabužius į skalbyklą.	I carry clothes to the laundry.	noun
sveikata	Kai žmogus neserga ir gerai jaučiasi.	health	When a person is not ill and feels good.	Sportas yra geras sveikatai.	Sport is good for health.	noun
sveikas	Toks, kuris neserga; jam nereikia gydytojo.	healthy	One who is not ill; he does not need a doctor.	Mano sesuo yra sveika.	My sister is healthy.	adj
sveikti	Kai po ligos žmogus lėtai tampa stiprus.	to recover	When after an illness a person slowly becomes strong.	Ligonis lėtai sveiksta.	The patient slowly recovers.	verb
liga	Kai kūnas blogai dirba ir reikia gydytojo.	illness	When the body works badly and a doctor is needed.	Vaikas negali eiti į mokyklą dėl ligos.	The child cannot go to school because of the illness.	noun
ligonis	Žmogus, kuris serga ir guli lovoje namuose.	sick person	A person who is ill and lies in bed at home.	Mama neša ligoniui arbatos ir vaistų.	Mother brings the sick person tea and medicine.	noun
sirgti	Kai žmogus turi didelę temperatūrą ir jaučiasi blogai.	to be ill	When a person has a high temperature and feels bad.	Šiandien vaikas serga ir guli lovoje.	Today the child is ill and lies in bed.	verb
mirti	Kai žmogus nebegyvena; jį veža į kapines.	to die	When a person no longer lives; he is taken to the cemetery.	Senelis mirė žiemą.	Grandfather died in winter.	verb
skaudėti	Kai kūno daliai yra blogai ir reikia vaistų.	to hurt	When a part of the body feels bad and medicine is needed.	Po saldainių vaikui skauda dantį.	After sweets the child's tooth hurts.	verb
gripas	Liga, kai yra didelė temperatūra ir skauda kūną.	flu	An illness when there is a high temperature and the body hurts.	Žiemą daug žmonių serga gripu.	In winter many people are ill with flu.	noun
sloga	Lengva liga; iš nosies teka vanduo.	runny nose	A light illness; water runs from the nose.	Žiemą vaikai dažnai turi slogą.	In winter children often have a runny nose.	noun
angina	Liga, kai labai skauda gerklę.	tonsillitis	An illness when the throat hurts very much.	Gydytojas rado anginą.	The doctor found tonsillitis.	noun
