geležinkelis	Juo važiuoja traukiniai iš miesto į miestą.	railway	Along it trains travel from city to city.	Nauju geležinkeliu važiuoja greiti traukiniai.	Along the new railway travel fast trains.	noun	06-keliones
peronas	Vieta stotyje, kur laukiame traukinio.	platform	A place in the station where we wait for the train.	Traukinys stovi prie antro perono.	The train stands by the second platform.	noun	06-keliones
informacija	Tai, ką norime žinoti apie kelionę ar reisą.	information	That which we want to know about a journey or a flight.	Stotyje klausiame informacijos.	At the station we ask for information.	noun	06-keliones
reisas	Lėktuvo ar autobuso kelionė su savo numeriu ir laiku.	flight, trip	An airplane's or a bus's journey with its own number and time.	Laukiame savo reiso.	We wait for our flight.	noun	06-keliones
registruotis	Oro uoste prieš kelionę parodyti pasą ir atiduoti bagažą.	to check in	At the airport before the journey to show a passport and hand over the baggage.	Keleiviai registruojasi oro uoste.	The passengers check in at the airport.	verb	06-keliones
registracija	Kai keleiviai oro uoste rodo pasą ir atiduoda bagažą.	check-in	When passengers at the airport show a passport and hand over the baggage.	Prieš kelionę einame į registraciją.	Before the journey we go to the check-in.	noun	06-keliones
atvykimas	Kai traukinys ar lėktuvas jau yra vietoje.	arrival	When the train or the airplane is already in place.	Laukiame lėktuvo atvykimo.	We wait for the airplane's arrival.	noun	06-keliones
išvykimas	Kai traukinys ar lėktuvas pradeda kelionę.	departure	When the train or the airplane begins the journey.	Stotyje matome išvykimo laiką.	At the station we see the departure time.	noun	06-keliones
pirkti	Mokėti pinigus ir gauti daiktą.	to buy	To pay money and get a thing.	Aš perku bilietą į traukinį.	I buy a ticket for the train.	verb	06-keliones
keitykla	Vieta, kur duodame eurus ir gauname dolerius.	currency exchange	A place where we give euros and get dollars.	Keitykloje gauname dolerius už eurus.	In the exchange we get dollars for euros.	noun	06-keliones
keisti	Duoti vieną daiktą ir gauti kitą.	to change	To give one thing and get another.	Keičiu eurus į dolerius.	I change euros into dollars.	verb	06-keliones
motociklas	Greitas dviratis su varikliu.	motorcycle	A fast bicycle with an engine.	Jaunas vyras važiuoja motociklu.	A young man rides a motorcycle.	noun	06-keliones
vairuotojas	Žmogus, kuris vairuoja automobilį ar autobusą.	driver	A person who drives a car or a bus.	Kalbame su vairuotoju.	We talk with the driver.	noun	06-keliones
pažymėjimas	Dokumentas, kuris rodo, kad gali vairuoti automobilį.	licence	A document that shows that you can drive a car.	Policininkas žiūri mano pažymėjimą.	The policeman looks at my licence.	noun	06-keliones
eiti	Vaikščioti kojomis, o ne važiuoti mašina.	to go (on foot)	To go on foot, and not to travel by car.	Į mokyklą einame kartu.	To school we go together.	verb	06-keliones
šaligatvis	Kelio dalis, kur eina žmonės.	sidewalk	A part of the road where people walk.	Vaikai eina šaligatviu.	The children walk on the sidewalk.	noun	06-keliones
tiltas	Kelias per upę ar per geležinkelį.	bridge	A road across a river or across a railway.	Automobiliai važiuoja per tiltą.	Cars travel across the bridge.	noun	06-keliones
sankryža	Vieta, kur susitinka du keliai.	junction	A place where two roads meet.	Prie sankryžos yra šviesoforas.	By the junction there is a traffic light.	noun	06-keliones
šviesoforas	Prie kelio jis rodo raudoną, geltoną ir žalią spalvą.	traffic light	By the road it shows a red, yellow and green colour.	Laukiame prie šviesoforo.	We wait by the traffic light.	noun	06-keliones
perėja	Balta vieta ant kelio žmonėms, ne mašinoms.	crossing	A white place on the road for people, not for cars.	Prie perėjos stovi mašina.	By the crossing stands a car.	noun	06-keliones
kampas	Vieta, kur susitinka dvi namo sienos arba dvi gatvės.	corner	A place where two walls of a house or two streets meet.	Parduotuvė yra gatvės kampe.	The shop is at the street corner.	noun	06-keliones
sukti	Važiuoti į dešinę ar į kairę.	to turn	To travel to the right or to the left.	Prie šviesoforo sukame į dešinę.	By the traffic light we turn to the right.	verb	06-keliones
ženklas	Jis stovi prie kelio ir rodo, kur važiuoti.	sign	It stands by the road and shows where to travel.	Vairuotojas mato kelio ženklą.	The driver sees the road sign.	noun	06-keliones
policija	Žmonės, kurie ieško vagių ir padeda žmonėms.	police	People who look for thieves and help people.	Kelyje matome policijos automobilį.	On the road we see a police car.	noun	06-keliones
bauda	Pinigai, kuriuos mokame, kai padarome klaidą kelyje.	fine	Money that we pay when we make a mistake on the road.	Vairuotojas gavo didelę baudą.	The driver got a big fine.	noun	06-keliones
mokėti	Duoti pinigus už daiktą ar darbą.	to pay	To give money for a thing or work.	Aš moku už bilietą pinigais.	I pay for the ticket with money.	verb	06-keliones
žemėlapis	Popierius, kuriame matome miestus ir kelius.	map	A paper on which we see cities and roads.	Kelionėje mums reikia žemėlapio.	On the journey we need a map.	noun	06-keliones
kilometras	Ilgis kelyje; nuo Vilniaus iki Kauno jų yra daug.	kilometre	A length on the road; from Vilnius to Kaunas there are many of them.	Iki miesto yra keli kilometrai.	To the city there are a few kilometres.	noun	06-keliones
metras	Ilgis, kuriuo sakome, koks ilgas ar aukštas daiktas.	metre	A length by which we say how long or tall a thing is.	Nuo lango iki durų yra du metrai.	From the window to the door there are two metres.	noun	06-keliones
ekskursija	Trumpa kelionė po miestą ar muziejų.	excursion	A short journey around a city or a museum.	Rytoj važiuojame į ekskursiją.	Tomorrow we go on an excursion.	noun	06-keliones
turistas	Žmogus, kuris keliauja po kitas šalis ir jas apžiūri.	tourist	A person who travels around other countries and looks at them.	Senamiestyje daug turistų.	In the old town there are many tourists.	noun	06-keliones
gidas	Žmogus, kuris rodo miestą ir pasakoja apie jį.	guide	A person who shows the city and tells about it.	Muziejuje klausome gido.	In the museum we listen to the guide.	noun	06-keliones
