ilsėtis	Nedirbti ir gulėti ar sėdėti po darbo.	to rest	Not to work and to lie or sit after work.	Po pietų mama ilsisi.	After lunch mother rests.	verb	05-laisvalaikis
atostogauti	Ilgai nedirbti ir ilsėtis, dažnai prie jūros.	to be on holiday	Not to work for a long time and to rest, often by the sea.	Vasarą tėvai atostogauja prie jūros.	In summer the parents are on holiday by the sea.	verb	05-laisvalaikis
dainuoti	Sakyti žodžius su muzika; taip daro choras.	to sing	To say words with music; that is what a choir does.	Vaikai dainuoja mokykloje.	The children sing at school.	verb	05-laisvalaikis
fotografuoti	Daryti nuotrauką aparatu ar telefonu.	to photograph	To make a photograph with a camera or a telephone.	Turistai fotografuoja senamiestį.	The tourists photograph the old town.	verb	05-laisvalaikis
filmuoti	Aparatu daryti judantį vaizdą, kurį po to žiūrime.	to film	With a camera to make a moving picture that we watch afterwards.	Tėvas filmuoja vaikus kieme.	Father films the children in the yard.	verb	05-laisvalaikis
groti	Daryti muziką; taip dirba orkestras.	to play	To make music; that is what an orchestra does.	Brolis groja orkestre.	The brother plays in the orchestra.	verb	05-laisvalaikis
keliauti	Per atostogas važiuoti ar skristi į naujas šalis ir miestus.	to travel	During the holidays to drive or fly to new countries and cities.	Jie keliauja po Europą.	They travel around Europe.	verb	05-laisvalaikis
kolekcionuoti	Rinkti ir laikyti daug daiktų, pavyzdžiui, monetų.	to collect	To gather and keep many things, for example coins.	Sūnus kolekcionuoja senas monetas.	The son collects old coins.	verb	05-laisvalaikis
megzti	Iš siūlų daryti šiltus drabužius.	to knit	From threads to make warm clothes.	Močiutė mezga prie televizoriaus.	Grandmother knits by the television.	verb	05-laisvalaikis
piešti	Ranka daryti paveikslą ant popieriaus.	to draw	By hand to make a picture on paper.	Vaikas piešia namą ir medį.	The child draws a house and a tree.	verb	05-laisvalaikis
skaityti	Žiūrėti į žodžius knygoje ir juos suprasti.	to read	To look at the words in a book and understand them.	Vakare skaitau knygą lovoje.	In the evening I read a book in bed.	verb	05-laisvalaikis
sportuoti	Bėgioti, plaukti ar žaisti kamuoliu.	to do sports	To jog, to swim or to play with a ball.	Rytais jis sportuoja stadione.	In the mornings he does sports in the stadium.	verb	05-laisvalaikis
žvejoti	Sėdėti prie ežero ir laukti žuvies.	to fish	To sit by the lake and wait for a fish.	Senelis žvejoja prie upės.	Grandfather fishes by the river.	verb	05-laisvalaikis
kinas	Vieta, kur žmonės žiūri filmus dideliame ekrane.	cinema	A place where people watch films on a big screen.	Vakare einame į kiną.	In the evening we go to the cinema.	noun	05-laisvalaikis
muzika	Tai, ką girdime, kai groja orkestras ar choras.	music	That which we hear when an orchestra or a choir plays.	Vakare klausau muzikos.	In the evening I listen to music.	noun	05-laisvalaikis
sportas	Futbolas, krepšinis ar tenisas.	sport	Football, basketball or tennis.	Jis mėgsta žiemos sportą.	He likes winter sport.	noun	05-laisvalaikis
teatras	Pastatas su scena, kur dirba aktoriai.	theater	A building with a stage where actors work.	Šiandien einame į teatrą.	Today we go to the theater.	noun	05-laisvalaikis
fotoaparatas	Daiktas, su kuriuo darome nuotraukas.	camera	A thing with which we make photographs.	Turistas turi didelį fotoaparatą.	The tourist has a big camera.	noun	05-laisvalaikis
radijas	Aparatas, kuriame girdime muziką ir kalbą.	radio	A device in which we hear music and speech.	Mašinoje klausome radijo.	In the car we listen to the radio.	noun	05-laisvalaikis
klausyti	Norėti girdėti muziką, radiją ar žmogų.	to listen	To want to hear music, the radio or a person.	Ji klauso muzikos telefone.	She listens to music on the telephone.	verb	05-laisvalaikis
televizorius	Aparatas su ekranu; per jį žiūrime filmus.	television	A device with a screen; through it we watch films.	Vakare žiūrime televizorių svetainėje.	In the evening we watch the television in the living room.	noun	05-laisvalaikis
rodyti	Laikyti daiktą taip, kad kitas žmogus jį matytų.	to show	To hold a thing so that another person sees it.	Mokytojas rodo žemėlapį klasėje.	The teacher shows a map in the class.	verb	05-laisvalaikis
žiūrėti	Norėti matyti; taip darome kine ar prie televizoriaus.	to watch	To want to see; that is what we do in the cinema or by the television.	Vakare žiūrime naują filmą.	In the evening we watch a new film.	verb	05-laisvalaikis
programa	Ją įjungiame kompiuteryje, kai norime dirbti ar žaisti.	program	We turn it on in the computer when we want to work or play.	Aš dirbu su nauja programa.	I work with a new program.	noun	05-laisvalaikis
grotuvas	Aparatas, iš kurio girdime muziką ir dainas.	player	A device from which we hear music and songs.	Jis įjungė grotuvą.	He turned on the player.	noun	05-laisvalaikis
diskas	Apvalus daiktas su muzika ar filmu.	disc	A round thing with music or a film.	Ant stalo guli du diskai.	On the table lie two discs.	noun	05-laisvalaikis
daina	Žodžiai su muzika, kuriuos girdime per radiją.	song	Words with music that we hear on the radio.	Mergaitė moka daug dainų.	The girl knows many songs.	noun	05-laisvalaikis
koncertas	Vakaras, kai orkestras ar choras groja žmonėms.	concert	An evening when an orchestra or a choir plays for people.	Bilietai į koncertą yra brangūs.	The tickets to the concert are expensive.	noun	05-laisvalaikis
baletas	Spektaklis, kur žmonės šoka pagal muziką.	ballet	A performance where people dance to music.	Mergaitė mokosi šokti balete.	The girl learns to dance in ballet.	noun	05-laisvalaikis
filmas	Ilgas vaizdas su žmonėmis; jį žiūrime kine.	film	A long picture with people; we watch it in the cinema.	Vakar žiūrėjome įdomų filmą.	Yesterday we watched an interesting film.	noun	05-laisvalaikis
opera	Spektaklis, kur aktoriai dainuoja su orkestru.	opera	A performance where actors sing with an orchestra.	Tėvai eina į operą.	The parents go to the opera.	noun	05-laisvalaikis
spektaklis	Kai aktoriai teatre rodo istoriją.	performance	When actors in a theater show a story.	Teatre matėme gražų spektaklį.	In the theater we saw a beautiful performance.	noun	05-laisvalaikis
vaidinti	Būti kitu žmogumi teatre ar filme.	to act	To be another person in a theater or a film.	Aktorius vaidina naujame filme.	The actor acts in a new film.	verb	05-laisvalaikis
bilietas	Popierius; jį perkame, kai einame į kiną.	ticket	A paper; we buy it when we go to the cinema.	Perku bilietą į teatrą.	I buy a ticket to the theater.	noun	05-laisvalaikis
salė	Didelis kambarys, kur žmonės žiūri koncertą.	hall	A big room where people watch a concert.	Koncertų salėje yra daug vietų.	In the concert hall there are many places.	noun	05-laisvalaikis
eilė	Žmonės stovi vienas už kito ir laukia.	line	People stand one behind another and wait.	Stovime eilėje prie kasos.	We stand in the line by the cash desk.	noun	05-laisvalaikis
vieta	Kur kas nors yra – namas, parkas ar kiemas.	place	Where something is — a house, a park or a yard.	Radome gražią vietą prie ežero.	We found a beautiful place by the lake.	noun	05-laisvalaikis
scena	Aukšta teatro dalis, kur stovi aktoriai.	stage	The high part of the theater where the actors stand.	Ant scenos šoka mergaitės.	On the stage dance the girls.	noun	05-laisvalaikis
