kailis	Gyvūno plaukai ant kūno; šilti ir minkšti.	fur	An animal's hair on the body; warm and soft.	Lapė turi rudą kailį.	The fox has brown fur.	noun	03-gamta-regionas
kairė	Ta pusė, kur yra širdis; ne dešinė.	left	That side where the heart is; not the right.	Mokykla yra kairėje pusėje.	The school is on the left side.	noun	06-keliones
kakava	Šiltas saldus rudas pienas su šokoladu.	cocoa	Warm sweet brown milk with chocolate.	Vaikai geria kakavą su pyragu.	The children drink cocoa with cake.	noun	11-maistas-ir-gerimai
kaklaraištis	Siauras ilgas daiktas, kurį vyras nešioja su kostiumu ir marškiniais.	necktie	A narrow long thing which a man wears with a suit and a shirt.	Tėvas gavo naują kaklaraištį.	Father got a new necktie.	noun	10-prekyba
kakta	Veido dalis tarp akių ir plaukų.	forehead	The part of the face between the eyes and the hair.	Mergaitė turi aukštą kaktą.	The girl has a high forehead.	noun	08-sveikata-ir-higiena
kalakutas	Didelis naminis paukštis, panašus į labai didelę vištą.	turkey	A big farm bird, similar to a very big hen.	Per Kalėdas kepame kalakutą.	For Christmas we bake a turkey.	noun	03-gamta-regionas
kalendorius	Lapas, kuriame yra visos metų dienos.	calendar	A sheet on which are all the days of the year.	Mokytoja žiūri į kalendorių.	The teacher looks at the calendar.	noun	14-laikas-ir-orai
kalva	Mažas ir žemas kalnas.	hill	A small and low mountain.	Ant kalvos stovi sena pilis.	On the hill stands an old castle.	noun	03-gamta-regionas
kamienas	Stora medžio dalis, iš kurios auga šakos.	trunk	The thick part of a tree from which grow branches.	Šis medis turi storą kamieną.	This tree has a thick trunk.	noun	03-gamta-regionas
kaminas	Ant namo stogo; pro jį iš židinio eina dūmai.	chimney	On the house roof; through it from the fireplace goes smoke.	Vyras taiso seną kaminą.	The man repairs an old chimney.	noun	02-pastatai-ir-namai
kantrybė	Kai žmogus gali laukti ilgai ir yra ramus.	patience	When a person can wait long and is calm.	Gydytojas turi daug kantrybės.	The doctor has much patience.	noun	07-santykiai-su-zmonemis
kapas	Vieta žemėje, kur guli miręs žmogus.	grave	A place in the ground where a dead person lies.	Ant kapo padėjome gėlių.	On the grave we put flowers.	noun	07-santykiai-su-zmonemis
kapinės	Rami vieta, kur žmonės lanko mirusių senelių ir tėvų kapus.	cemetery	A calm place where people visit the graves of dead grandparents and parents.	Per šventes einame į kapines.	During the holidays we go to the cemetery.	noun	02-pastatai-ir-namai
kartus	Nemalonus, kaip stipri kava be cukraus; ne saldus.	bitter	Unpleasant, like strong coffee without sugar; not sweet.	Ši arbata yra karti.	This tea is bitter.	adj	11-maistas-ir-gerimai
katinas	Naminis gyvūnas su ūsais; jis yra patinas ir mėgsta miegoti ant sofos.	tomcat	A domestic animal with whiskers; he is a male and likes to sleep on the sofa.	Vaikai žaidžia su katinu.	The children play with the tomcat.	noun	03-gamta-regionas
katė	Mažas naminis gyvūnas su ūsais; ji yra patelė ir gaudo peles.	cat	A small domestic animal with whiskers; she is a female and catches mice.	Katės mėgsta gulėti ant lango.	Cats like to lie on the window.	noun	03-gamta-regionas
kaukė	Daiktas ant veido per vakarėlį ar ligoninėje.	mask	A thing on the face at a party or in the hospital.	Gydytojas dirba su kauke.	The doctor works with a mask.	noun	07-santykiai-su-zmonemis
kava	Ji karšta, juoda ir karti; geriame ją ryte.	coffee	It is hot, black and bitter; we drink it in the morning.	Draugė užsisakė kavos su pienu.	The friend ordered coffee with milk.	noun	11-maistas-ir-gerimai
keistas	Ne toks kaip visada; ne paprastas.	strange	Not such as always; not ordinary.	Girdėjome keistą muziką.	We heard strange music.	adj	16-spalvos-ir-savybes
keleivis	Žmogus, kuris važiuoja autobusu ar traukiniu.	passenger	A person who travels by bus or by train.	Autobuse sėdi daug keleivių.	In the bus sit many passengers.	noun	06-keliones
keletas	Nedaug; kai daiktų yra mažai, bet ne vienas.	a few, several	Not many; when there are few things, but not one.	Turiu keletą klausimų.	I have a few questions.	noun	15-skaiciai-ir-ivardziai
kelnės	Drabužis kojoms; ne sijonas.	trousers	A garment for the legs; not a skirt.	Parduotuvėje pirkau mėlynas kelnes.	In the shop I bought blue trousers.	noun	10-prekyba
kelti	Imti sunkų daiktą ir dėti jį aukštai.	to lift	To take a heavy thing and put it high.	Tėvas kelia sunkų lagaminą.	Father lifts a heavy suitcase.	verb	04-kasdienis-gyvenimas
kepalas	Duona, kurios dar nepjaustėme; vienas didelis gabalas.	loaf	Bread that we have not yet cut; one big piece.	Pirkau šviežios duonos kepalą.	I bought a fresh bread loaf.	noun	11-maistas-ir-gerimai
kepenys	Kūno dalis pilve; ji valo kraują.	liver	A part of the body in the belly; it cleans the blood.	Gydytojas tikrino ligonio kepenis.	The doctor checked the patient's liver.	noun	08-sveikata-ir-higiena
kepurė	Šiltas drabužis ant galvos žiemą.	cap	A warm garment on the head in winter.	Berniukas pamiršo kepurę namuose.	The boy forgot the cap at home.	noun	10-prekyba
keturioliktas	Toks, kuris eilėje yra po trylikto.	fourteenth	One that in a row is after the thirteenth.	Šiandien yra keturiolikta mėnesio diena.	Today is the fourteenth day of the month.	adj	15-skaiciai-ir-ivardziai
ketvirtadienis	Jis eina po trečiadienio, prieš penktadienį.	Thursday	It comes after Wednesday, before Friday.	Ketvirtadienį einame į baseiną.	On Thursday we go to the swimming pool.	noun	14-laikas-ir-orai
ketvirtas	Toks, kuris eilėje stovi po trečio.	fourth	One that in a row stands after the third.	Gyvename ketvirtame aukšte.	We live on the fourth floor.	adj	15-skaiciai-ir-ivardziai
kiauliena	Mėsa, iš kurios daro kumpį ir dešrą.	pork	Meat from which they make ham and sausage.	Šiandien valgome kiaulienos su kopūstais.	Today we eat pork with cabbage.	noun	11-maistas-ir-gerimai
kiaulė	Storas naminis gyvūnas su trumpomis kojomis ir uodega.	pig	A fat farm animal with short legs and a tail.	Ūkyje matėme dideles kiaules.	On the farm we saw big pigs.	noun	03-gamta-regionas
kibiras	Didelis daiktas, kuriame nešame vandenį.	bucket	A big thing in which we carry water.	Ji pila vandenį į kibirą.	She pours water into the bucket.	noun	02-pastatai-ir-namai
