klijai	Balta medžiaga; su ja vaikai daro paveikslus iš popieriaus.	glue	A white substance; with it children make pictures from paper.	Mokytoja pirko klijų ir žirklių.	The teacher bought glue and scissors.	noun
pinigai	Su jais parduotuvėje perkame maistą ir drabužius.	money	With them at the shop we buy food and clothes.	Neturiu pinigų bilietui.	I do not have money for a ticket.	noun
euras	Tokiais pinigais mokame Lietuvoje ir Latvijoje.	euro	With such money we pay in Lithuania and in Latvia.	Bilietas kainuoja vieną eurą.	The ticket costs one euro.	noun
centas	Mažiausi pinigai; viename eure jų yra šimtas.	cent	The smallest money; in one euro there are a hundred of them.	Piniginėje radau keletą centų.	In the wallet I found a few cents.	noun
doleris	Tokiais pinigais moka žmonės Amerikoje.	dollar	With such money people pay in America.	Turistas mokėjo doleriais.	The tourist paid with dollars.	noun
procentai	Skaičius, kuris rodo dalį nuo šimto.	percent	A number that shows a part out of a hundred.	Bankas ima mažus procentus.	The bank takes a small percent.	noun
gramas	Labai mažas svoris; taip matuojame druską ir cukrų.	gram	A very small weight; thus we measure salt and sugar.	Druskos dedame tik keletą gramų.	Of salt we put only a few grams.	noun
kilogramas	Juo matuojame mėsos ir sūrio svorį.	kilogram	With it we measure the weight of meat and cheese.	Turguje pirkau kilogramą obuolių.	At the market I bought a kilogram of apples.	noun
litras	Juo matuojame pieną, vandenį ar benziną.	litre	With it we measure milk, water or petrol.	Pirkau litrą pieno.	I bought a litre of milk.	noun
dėžė	Didelis daiktas iš popieriaus ar medžio; į jį dedame knygas.	box	A big thing of paper or wood; into it we put books.	Knygos guli didelėje dėžėje.	The books lie in a big box.	noun
indelis	Mažas daiktas jogurtui ar grietinei parduotuvėje.	container	A small thing for yoghurt or cream at the shop.	Pirkau indelį grietinės.	I bought a container of cream.	noun
pakelis	Jame parduotuvėje perkame cukrų, druską ar sausainius.	packet	In it at the shop we buy sugar, salt or biscuits.	Vaikas atidarė sausainių pakelį.	The child opened the biscuit packet.	noun
maišas	Didelis krepšys šiukšlėms ar sunkiems daiktams.	sack	A big bag for rubbish or for heavy things.	Šiukšles dedu į didelį maišą.	The rubbish I put into a big sack.	noun
skardinė	Mažas indas; jį atidarome pirštu ir geriame limonadą.	can	A small vessel; we open it with a finger and drink lemonade.	Vaikinas geria limonadą iš skardinės.	The young man drinks lemonade from the can.	noun
turgus	Vieta mieste, kur perkame šviežius vaisius ir sūrį.	market	A place in the city where we buy fresh fruit and cheese.	Sekmadienį einame į turgų.	On Sunday we go to the market.	noun
mugė	Didelė šventė mieste, kur žmonės parduoda savo daiktus.	fair	A big celebration in the city where people sell their things.	Mugėje pirkome medinį šaukštą.	At the fair we bought a wooden spoon.	noun
maistas	Tai, ką valgome, kai esame alkani.	food	That which we eat when we are hungry.	Parduotuvėje perkame maisto savaitei.	At the shop we buy food for the week.	noun
