direktorius	Svarbiausias žmogus mokykloje ar gamykloje.	director	The most important person in a school or a factory.	Direktorius kalba su mokiniais.	The director talks with the pupils.		01-asmens-tapatybe
šeima	Tėvai ir vaikai kartu.	family	Parents and children together.	Mano šeima gyvena Vilniuje.	My family lives in Vilnius.		01-asmens-tapatybe
tėvas	Vyras, kuris turi vaikų.	father	A man who has children.	Mano tėvas mėgsta žvejoti.	My father likes to fish.		01-asmens-tapatybe
motina	Moteris, kuri turi vaikų.	mother	A woman who has children.	Jo motina yra gydytoja.	His mother is a doctor.		01-asmens-tapatybe
mama	Taip vaikai vadina motiną.	mom	This is what children call their mother.	Mama verda sriubą.	Mom cooks soup.	noun	01-asmens-tapatybe
žmona	Moteris, kuri turi vyrą.	wife	A woman who has a husband.	Jo žmona dirba ligoninėje.	His wife works in a hospital.		01-asmens-tapatybe
partneris	Žmogus, su kuriuo gyvename ar dirbame kartu.	partner	A person with whom we live or work together.	Mano partneris yra iš Latvijos.	My partner is from Latvia.		01-asmens-tapatybe
ponia	Mandagus žodis apie moterį.	madam	A polite word for a woman.	Ponia Ona gyvena Kaune.	Madam Ona lives in Kaunas.		01-asmens-tapatybe
panelė	Mandagus žodis apie jauną moterį.	miss	A polite word for a young woman.	Panelė Rūta laukia prie durų.	Miss Rūta waits by the door.		01-asmens-tapatybe
pasirašyti	Parašyti savo vardą ant dokumento.	to sign	To write your name on a document.	Prašom pasirašyti čia.	Please sign here.		01-asmens-tapatybe
parašas	Vardas, kurį žmogus deda ranka ant dokumento.	signature	A name that a person puts by hand on a document.	Čia reikia jūsų parašo.	Here we need your signature.	noun	01-asmens-tapatybe
tautybė	Tai, ar žmogus yra lietuvis, latvis ar lenkas.	nationality	Whether a person is Lithuanian, Latvian or Polish.	Kokia jūsų tautybė?	What is your nationality?	noun	01-asmens-tapatybe
