sekmadienis	Savaitės pabaiga po šeštadienio; tada visi ilsisi.	Sunday	The end of the week after Saturday; then everyone rests.	Sekmadienį einame į bažnyčią.	On Sunday we go to church.	noun
sekundė	Labai trumpa laiko dalis; minutėje jų yra šešiasdešimt.	second	A very short part of time; in a minute there are sixty of them.	Laikrodis rodo minutes ir sekundes.	The clock shows minutes and seconds.	noun
senatvė	Gyvenimo laikas, kai žmogui daug metų.	old age	The time of life when a person has many years.	Močiutė kalba apie senatvę.	Grandmother speaks about old age.	noun
senelis	Tėvo arba motinos tėvas.	grandfather	The father of a father or of a mother.	Su seneliu einame į mišką.	With grandfather we go to the forest.	noun
senelė	Tėvo arba motinos motina.	grandmother	The mother of a father or of a mother.	Rašau laišką senelei.	I write a letter to grandmother.	noun
senis	Šnekamojoje kalboje taip vadinamas vyras, kuriam labai daug metų.	old man	In colloquial speech this is what a man of very many years is called.	Kalbėjau su seniu parke.	I spoke with an old man in the park.	noun
septintas	Toks, kuris eilėje yra po šešto.	seventh	One that in a line is after the sixth.	Mūsų butas yra septintame aukšte.	Our flat is on the seventh floor.	adj
septynioliktas	Toks, kuris eilėje yra po šešiolikto.	seventeenth	One that in a line is after the sixteenth.	Skaitau septynioliktą knygos puslapį.	I read the seventeenth page of the book.	adj
siauras	Toks, kur mažai vietos; ne platus.	narrow	One where there is little space; not wide.	Senamiestyje yra siauros gatvės.	In the old town there are narrow streets.	adj
sidabras	Iš jo daro žiedus ir šaukštus; jis baltas.	silver	From it rings and spoons are made; it is white.	Auksas ir sidabras yra brangūs.	Gold and silver are expensive.	noun
silkė	Maža jūros žuvis; dažnai ją valgome per šventes.	herring	A small sea fish; often we eat it at holidays.	Mama perka silkę turguje.	Mother buys herring at the market.	noun
siurbti	Traukti orą ar vandenį į save.	to suck	To pull air or water into oneself.	Vaikas siurbia sultis per šiaudelį.	The child sucks juice through a straw.	verb
siūlyti	Klausti svečio, ar jis nori arbatos ar torto.	to offer	To ask a guest whether he wants tea or cake.	Draugas siūlo eiti į kiną.	A friend offers to go to the cinema.	verb
