penkioliktas	Toks, kuris eilėje eina po keturiolikto.	fifteenth	One that comes in a row after the fourteenth.	Skaitau penkioliktą knygos puslapį.	I read the fifteenth page of the book.	adj	15-skaiciai-ir-ivardziai
penktadienis	Eina po ketvirtadienio ir prieš šeštadienį.	Friday	It comes after Thursday and before Saturday.	Penktadienį važiuosime į kaimą.	On Friday we will drive to the village.	noun	14-laikas-ir-orai
penktas	Toks, kuris eilėje eina po ketvirto.	fifth	One that comes in a row after the fourth.	Mes gyvename penktame aukšte.	We live on the fifth floor.	adj	15-skaiciai-ir-ivardziai
peršalti	Gauti slogą, kai lauke buvo lietus ir vėjas.	to catch a cold	To get a runny nose when outside there was rain and wind.	Vaikas žaidė lauke ir peršalo.	The child played outside and caught a cold.	verb	08-sveikata-ir-higiena
pienas	Baltas ir sveikas; jį duoda karvė.	milk	White and healthy; a cow gives it.	Vaikai geria šaltą pieną.	The children drink cold milk.	noun	11-maistas-ir-gerimai
pieva	Vieta lauke, kur auga žalia žolė.	meadow	A place outside where green grass grows.	Karvė stovi pievoje.	The cow stands in the meadow.	noun	03-gamta-regionas
pigus	Toks, kuris kainuoja mažai; ne brangus.	cheap	One that costs little; not expensive.	Turguje batai yra pigūs.	At the market the shoes are cheap.	adj	10-prekyba
pilis	Labai senas ir didelis namas iš akmenų.	castle	A very old and big house of stones.	Turistai fotografuoja seną pilį.	The tourists photograph the old castle.	noun	02-pastatai-ir-namai
pinti	Iš ilgų plaukų daryti kasą.	to plait	From long hair to make a braid.	Sesuo pina ilgą kasą.	The sister plaits a long braid.	verb	04-kasdienis-gyvenimas
pirma	Diena, kuria prasideda mėnuo; po jos eina antra.	first	The day with which the month begins; after it comes the second.	Susitiksime gegužės pirmą.	We will meet on May the first.	noun	15-skaiciai-ir-ivardziai
pirmadienis	Eina po sekmadienio; tada visi grįžta į darbą.	Monday	It comes after Sunday; then everyone returns to work.	Pirmadienį turime pamoką.	On Monday we have a lesson.	noun	14-laikas-ir-orai
pirmas	Toks, kuris eilėje stovi pradžioje.	first	One that stands at the beginning of the row.	Mūsų klasė laimėjo pirmą vietą.	Our class won first place.	adj	15-skaiciai-ir-ivardziai
pirštas	Plona rankos dalis; juo rodome į daiktus.	finger	A thin part of the hand; with it we point at things.	Vaikas rodo pirštu į paveikslą.	The child points with a finger at the painting.	noun	08-sveikata-ir-higiena
pižama	Minkšti drabužiai, kuriuos nešioja naktį.	pyjamas	Soft clothes that one wears at night.	Vakare vaikas ieško pižamos.	In the evening the child looks for the pyjamas.	noun	10-prekyba
pjaustyti	Peiliu daryti mažus gabalus iš duonos ar mėsos.	to cut	With a knife to make small pieces from bread or meat.	Mama pjausto duoną.	Mother cuts the bread.	verb	11-maistas-ir-gerimai
platus	Toks, per kurį reikia ilgai eiti; ne siauras.	wide	One across which one must walk long; not narrow.	Prie namo yra plati gatvė.	By the house there is a wide street.	adj	16-spalvos-ir-savybes
plaučiai	Kūno dalis krūtinėje; jais imame orą.	lungs	A part of the body in the chest; with them we take air.	Gydytojas klauso plaučių.	The doctor listens to the lungs.	noun	08-sveikata-ir-higiena
plikas	Toks žmogus, kuris neturi plaukų.	bald	A person who has no hair.	Matėme pliką vyrą parke.	We saw a bald man in the park.	adj	01-asmens-tapatybe
plotas	Kiek vietos yra bute ar kambaryje.	area	How much space there is in a flat or a room.	Butas turi didelį plotą.	The flat has a big area.	noun	02-pastatai-ir-namai
poilsis	Laikas, kai nedirbame, o miegame ar skaitome.	rest	A time when we do not work, but sleep or read.	Po darbo reikia poilsio.	After work one needs rest.	noun	05-laisvalaikis
posėdis	Kai vadovai oficialiai susirenka ir sprendžia svarbius klausimus.	meeting (formal)	When leaders officially gather and decide important questions.	Direktorius yra posėdyje.	The director is in a meeting.	noun	13-darbas-ir-profesijos
pradėti	Imti daryti naują darbą; ne baigti.	to begin	To take up doing a new job; not to finish.	Mokiniai pradėjo skaityti knygą.	The pupils began to read the book.	verb	04-kasdienis-gyvenimas
pradžia	Pirma knygos ar filmo dalis; ne pabaiga.	beginning	The first part of a book or a film; not the end.	Filmo pradžioje buvo daina.	At the beginning of the film there was a song.	noun	14-laikas-ir-orai
prancūzas	Vyras iš šalies, kurioje yra Paryžius.	Frenchman	A man from the country in which there is Paris.	Kavinėje sutikome prancūzą.	In the cafe we met a Frenchman.	noun	01-asmens-tapatybe
prausti	Su vandeniu valyti vaiko veidą ir rankas.	to wash	With water to clean a child's face and hands.	Mama prausia vaiką.	Mother washes the child.	verb	04-kasdienis-gyvenimas
prašyti	Sakyti kitam žmogui, ko tau labai reikia.	to ask for	To tell another person what you really need.	Vaikas prašo ledų.	The child asks for ice cream.	verb	04-kasdienis-gyvenimas
priimti	Sakyti taip, kai kas nors duoda dovaną.	to accept	To say yes when someone gives a gift.	Mergaitė priėmė dovaną.	The girl accepted the gift.	verb	07-santykiai-su-zmonemis
profesorius	Mokytojas, kuris dirba universitete.	professor	A teacher who works at the university.	Studentai klauso profesoriaus.	The students listen to the professor.	noun	09-svietimas-ir-mokslas
proga	Geras laikas padaryti tai, ko labai norime.	opportunity	A good time to do what we really want.	Turime gerą progą važiuoti į Londoną.	We have a good opportunity to go to London.	noun	14-laikas-ir-orai
puikus	Labai geras; geriau būti negali.	excellent	Very good; it cannot be better.	Tai buvo puiki diena.	That was an excellent day.	adj	16-spalvos-ir-savybes
puošti	Dėti gražius daiktus ant eglės ar namo.	to decorate	To put beautiful things on the fir tree or the house.	Vaikai puošia eglę.	The children decorate the fir tree.	verb	07-santykiai-su-zmonemis
